organisasjonsnummer,navn,naeringskode1,naeringskode1_beskrivelse,naeringskode2,naeringskode2_beskrivelse,naeringskode3,naeringskode3_beskrivelse,organisasjonsform,forretningsadresse,forretningsadresse_postnummer,forretningsadresse_poststed,forretningsadresse_kommune,forretningsadresse_kommunenummer,postadresse_postnummer,postadresse_poststed,antall_ansatte,stiftelsesdato,registreringsdato,hjemmeside,telefon,mobil,epostadresse,er_i_konsern,overordnet_enhet,kapital_belop,kapital_type,kapital_valuta,siste_innsendte_aarsregnskap,institusjonell_sektor,institusjonell_sektor_beskrivelse,registrert_i_mva,registrert_i_foretaksregisteret,konkurs,under_avvikling,under_tvangsavvikling,antall_underenheter,hentet_dato,oppstartsdato,nedleggelsesdato
998868769,HOLTET TRADING AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-09-22,,,,,,898782042,,,,,,,False,,,,,,2026-04-11,2012-08-27,
998877415,FLO FRITID AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,5,,2012-09-25,,,,,,998853567,,,,,,,False,,,,,,2026-04-11,2012-08-01,
998907705,VOLDENE BIL 2.0 AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-02,,,900 88 618,,,998723191,,,,,,,False,,,,,,2026-04-11,2012-08-09,
998923549,BIL BÅT OG FRITID AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-04,,,,,,998892295,,,,,,,False,,,,,,2026-04-11,2012-08-25,
998925045,CURATOR INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1560,LARKOLLEN,,,2012-10-04,,,,,,998871085,,,,,,,False,,,,,,2026-04-11,2012-11-01,
998927587,SANDE AUTO VEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,5879,BERGEN,42,,2012-10-04,www.sandegruppen.no,53 00 27 10,,,,970917365,,,,,,,False,,,,,,2026-04-11,2012-10-03,
998939216,AUTOTECH VAREBØRS AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3421,LIERSKOGEN,25,,2012-10-08,,,905 52 055,,,998796318,,,,,,,False,,,,,,2026-04-11,2012-09-15,
998943965,MIN BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-09,,,,,,914830729,,,,,,,False,,,,,,2026-04-11,2012-10-01,
998946778,JELSTAD GEIR,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-12,,,,,,870305982,,,,,,,False,,,,,,2026-04-11,2011-01-01,
998948347,AUTONORD AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1522,MOSS,,,2012-10-12,,,,,,969950375,,,,,,,False,,,,,,2026-04-11,2011-01-01,
998953316,LIDVARS BIL OG MEKANISK Ulla,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-12,,,,,,971217006,,,,,,,False,,,,,,2026-04-11,2011-01-01,
998961610,SINGH BLOMSTER NESODDEN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-12,,,,,,914938104,,,,,,,False,,,,,,2026-04-11,2011-01-01,
998972787,HEIMDAL CUSTOMS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-12,,,905 97 659,lincont@gmail.com,,989585436,,,,,,,False,,,,,,2026-04-11,2011-01-01,
998974461,GTRADE Geir Vik,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-12,,,,,,990431116,,,,,,,False,,,,,,2026-04-11,2011-01-01,
998975581,SAGATUN - 2 AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,5563,FØRRESFJORDEN,,,2012-10-12,,,909 41 048,,,990997705,,,,,,,False,,,,,,2026-04-11,2011-01-01,
998978858,Askeladden Håndverksservice Espen Jansen,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-12,,,,,,969941821,,,,,,,False,,,,,,2026-04-11,2011-01-01,
999004237,KALBACH TRADING,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-13,,,,,,998945402,,,,,,,False,,,,,,2026-04-11,2012-11-01,
999021190,ADOLFSEN TRADING,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-17,,,905 51 111,,,999009433,,,,,,,False,,,,,,2026-04-11,2012-01-01,
999042074,FCV TRADING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-23,,,,,,898872432,,,,,,,False,,,,,,2026-04-11,2012-09-10,
999049060,BAYERN AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-24,,,915 91 588,bmw.robert@online.no,,999024785,,,,,,,False,,,,,,2026-04-11,2012-09-02,
999050301,MANDAL MOTOR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-24,,,004797772405,,,999029132,,,,,,,False,,,,,,2026-04-11,2012-10-18,
999062466,GARDERMOEN BIL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-27,,40 09 15 47,,gardermoenbil@hotmail.com,,999045162,,,,,,,False,,,,,,2026-04-11,2012-10-19,
999066119,BILZENTRUM AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-10-29,,,,,,999048781,,,,,,,False,,,,,,2026-04-11,2012-10-08,
999067395,H&H MOTOR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,4544,FOSSDAL,11,,2012-10-29,,38 28 33 40,,,,999049508,,,,,,,False,,,,,,2026-04-11,2012-10-16,
999084834,BNAUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,4640,SØGNE,,,2012-11-01,,,,,,911855755,,,,,,,False,,,,,,2026-04-11,2011-07-01,
999102972,GRAND AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,5,,2012-11-06,,,,,,913979648,,,,,,,False,,,,,,2026-04-11,2012-11-10,
999103634,FRON DIESEL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,2640,VINSTRA,,,2012-11-06,,,97506555,rune@fron-diesel.com,,899005902,,,,,,,False,,,,,,2026-04-11,2012-09-01,
999115640,KVIFTE BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,4876,GRIMSTAD,,,2012-11-08,www.kviftebil.no,,915 62 800,kokvifte@c2i.net,,999103014,,,,,,,False,,,,,,2026-04-11,2012-11-01,
999138284,RISANGER BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-11-13,,,,,,999116345,,,,,,,False,,,,,,2026-04-11,2012-11-01,
999168639,FBC EIENDOM AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-11-21,,,915 55 304,fbc@hotmail.no,,999142729,,,,,,,False,,,,,,2026-04-11,2012-11-12,
999224989,KR OMSETNING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-12-04,,,,,,998772915,,,,,,,False,,,,,,2026-04-11,2012-06-02,
999227163,NENSET AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-12-04,,,,,,914846684,,,,,,,False,,,,,,2026-04-11,2013-01-01,
999280854,S.K MOTOR SENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,10,,2012-12-17,,,,,,934853261,,,,,,,False,,,,,,2026-04-11,2012-08-13,
999310753,BERTEL O. STEEN DRAMMEN AS AVD SALG ÅSSIDEN,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,6,,2013-01-02,www.vs-auto.no,,906 64 476,post@vs-auto.no,,948017539,,,,,,,False,,,,,,2026-04-11,2012-12-11,
999365507,SONDRE INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3089,HOLMESTRAND,,,2013-01-10,,,,,,952725025,,,,,,,False,,,,,,2026-04-11,2011-01-01,
999369790,NOR-TRUCK 2 AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-01-10,,,,,,936477313,,,,,,,False,,,,,,2026-04-11,2011-01-01,
999370632,TORE GULBRANDSEN BILFORMIDLING,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-01-10,,,,,,961193931,,,,,,,False,,,,,,2026-04-11,2011-01-01,
999388922,ALLEN MOTOR Johnny Pedersen,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-01-10,,,,,,974276488,,,,,,,False,,,,,,2026-04-11,2011-01-01,
999402216,PEDRO WEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,6282,BRATTVÅG,,,2013-01-11,,,,,,979298315,,,,,,,False,,,,,,2026-04-11,2011-01-01,
999404820,JAN BERGE CAR PARTNER,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-01-11,,,,,,979698623,,,,,,,False,,,,,,2026-04-11,2011-01-01,
999442145,INGRID COLLIN WESTERBØ,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-01-11,,,,,,985158908,,,,,,,False,,,,,,2026-04-11,2011-01-01,
999471579,W.A HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-01-14,,,,,,927152193,,,,,,,False,,,,,,2026-04-11,2011-01-01,
999515991,JAN IVAR ØYGARDEN AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-01-12,,,909 65 500,,,999319416,,,,,,,False,,,,,,2026-04-11,2012-12-12,
999520669,TEAM AUTOSALG AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,7,,2013-01-12,,,,,,926674099,,,,,,,False,,,,,,2026-04-11,2013-01-05,
999520685,GRIMSTVEIT CONSULTING,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-01-12,,91 31 66 19,,,,999336183,,,,,,,False,,,,,,2026-04-11,2013-01-01,
999534384,SUL PRODUKTER KARIN REKVE,47.810,Detaljhandel med motorvogner,01.451,Sauehold,,,BEDR,,,,,,,,,,2013-01-15,,,,,,970164855,,,,,,,False,,,,,,2026-04-11,2013-01-02,
999557236,MTF BIL AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,7,,2013-01-21,,32 79 88 10,,mfuruset@online.no,,999338216,,,,,,,False,,,,,,2026-04-11,2013-01-01,
999563988,HS BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-01-22,,,928 83 688,h-svenby@online.no,,999531385,,,,,,,False,,,,,,2026-04-11,2013-01-01,
999567746,AUTO NOR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,6,,2013-01-22,,,,,,999529429,,,,,,,False,,,,,,2026-04-11,2013-01-02,
999577008,EUROGLOW AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-01-23,www.glowshop.no,41 00 69 05,,,,999556078,,,,,,,False,,,,,,2026-04-11,2013-01-14,
999611729,TALVIK BELTEMASKINER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-01-29,,,97649787,stian.jorgensen@hotmail.com,,999572189,,,,,,,False,,,,,,2026-04-11,2013-01-01,
999629318,VDL BUS & COAACH NORWAY AS AVD LANGHUS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-01-31,www.vdlbuscoach.com/no,,417 79 600,post@vdlbuscoach.no,,999599907,,,,,,,False,,,,,,2026-04-11,2013-01-11,
999635016,AKERSHUS MOTOR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-02-02,,,,,,850174342,,,,,,,False,,,,,,2026-04-11,2012-09-13,
999637345,BILHANDEL DE TYSKER M. WESTPHAL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-02-02,,,468 05 944,bodo-mike@hotmail.no,,999619215,,,,,,,False,,,,,,2026-04-11,2013-02-15,
999643744,HANDYMAN ØSTFOLD AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-02-04,,,,,,999608019,,,,,,,False,,,,,,2026-04-11,2012-01-15,
999648460,ADEKO AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,1337,SANDVIKA,,,2013-02-05,,,930 88 444,oysten.a.berglund@gmail.com,,999617670,,,,,,,False,,,,,,2026-04-11,2013-01-02,
999648908,RUD VINTAGE GARAGE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-02-05,,,,,,999596002,,,,,,,False,,,,,,2026-04-11,2013-01-09,
999650899,RS BILMEGLING AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2013-02-05,,,,,,899642422,,,,,,,False,,,,,,2026-04-11,2013-01-31,
999657230,FINSTAD BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,6,,2013-02-06,,,,,,921704321,,,,,,,False,,,,,,2026-04-11,2013-01-23,
932089483,MØLLER BIL TRØNDELAG AS AVD SKADESENTER ORKDAL,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,7489,TRONDHEIM,,,2023-09-19,,,,,,834874482,,,,,,,False,,,,,,2026-04-11,2023-09-01,
932576171,MØLLER BIL TRØNDELAG AS AVD SKADESENTER TRONDHEIM,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,7489,TRONDHEIM,35,,2023-12-06,,,,,,834874482,,,,,,,False,,,,,,2026-04-11,2023-12-01,
932065401,MØLLER BIL TRØNDELAG AS AVD VERKSTED LEANGEN,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,,,2023-09-13,mollerbil.no/leangen,,,leangen@moller.no,,834874482,,,,,,,False,,,,,,2026-04-11,2023-08-01,
974175150,MØLLER BIL TRØNDELAG AS AVD VERKSTED ORKDAL,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,,,1995-02-23,,,,,,834874482,,,,,,,False,,,,,,2026-04-11,1987-08-01,
932063190,MØLLER BIL TRØNDELAG AS AVD VERKSTED STJØRDAL,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,,,2023-09-13,mollerbil.no/stjordal,,,stjordal@moller.no,,834874482,,,,,,,False,,,,,,2026-04-11,2023-08-01,
973175548,MØLLER BIL TRØNDELAG AS AVD VERKSTED TUNGA,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,7489,TRONDHEIM,96,,1995-02-23,,24 03 17 00,,trondheim@moller.no,,834874482,,,,,,,False,,,,,,2026-04-11,1965-12-31,
974150247,TOYOTA SULLAND HAMAR AS AVD DISENSTRANDVEGEN VERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,2306,HAMAR,23,,1995-02-22,,,,,,861401812,,,,,,,False,,,,,,2026-04-11,1979-01-01,
975010856,TOYOTA SULLAND HAMAR AS AVD MIDTSTRANDA,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,2306,HAMAR,19,,1998-05-05,,,,,,861401812,,,,,,,False,,,,,,2026-04-11,1991-08-01,
933040364,SOLARIS NORGE AS AVD STUBBERUD,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,,,2024-02-20,,,,,,889573732,,,,,,,False,,,,,,2026-04-11,2024-04-16,
985959854,MOTOR FORUM AS AVD DELELAGER ELVERUM,47.820,Detaljhandel med deler og utstyr til motorvogner,,,,,BEDR,,,,,,2403,ELVERUM,,,2003-08-21,,,,,,911907232,,,,,,,False,,,,,,2026-04-11,1997-01-01,
985959900,MOTOR FORUM AS AVD VERKSTED ELVERUM,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,2403,ELVERUM,,,2003-08-21,,,,,,911907232,,,,,,,False,,,,,,2026-04-11,1997-01-01,
973662945,MOTOR FORUM AS DELELAGER HAMAR,47.820,Detaljhandel med deler og utstyr til motorvogner,,,,,BEDR,,,,,,,,,,1995-02-22,,,,,,911907232,,,,,,,False,,,,,,2026-04-11,,
973123408,MOTOR FORUM AS VERKSTED HAMAR,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,17,,1995-02-22,,,,,,911907232,,,,,,,False,,,,,,2026-04-11,1965-12-31,
973092901,RSA BIL OSLO VERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,3005,DRAMMEN,20,,1995-02-22,,,,,,915518389,,,,,,,False,,,,,,2026-04-11,1965-12-31,
983415555,RSA TØMMERKRANA 12,47.820,Detaljhandel med deler og utstyr til motorvogner,,,,,BEDR,,,,,,3005,DRAMMEN,37,,2001-05-31,,,,,,915518389,,,,,,,False,,,,,,2026-04-11,1999-01-01,
972762237,RSA ØVRE EIKER VEI VERKSTEDER,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,3005,DRAMMEN,18,,1995-02-22,,32823480,,,,915518389,,,,,,,False,,,,,,2026-04-11,1990-01-01,
974293420,BERTEL O STEEN AS AVD LOGISTIKK,46.720,Engroshandel med deler og utstyr for motorvogner,,,,,BEDR,,,,,,1471,LØRENSKOG,74,,1995-03-12,,67 92 60 00,,,,916218753,,,,,,,False,,,,,,2026-04-11,,
936709419,BERTEL O STEEN AS KUNDETJENESTER TRONDHEIM,82.200,Telefonvakttjenester og telefonsalg,,,,,BEDR,,,,,,,,9,,2025-12-06,,,,,,916218753,,,,,,,False,,,,,,2026-04-11,2025-12-01,
873083832,TOYOTA ROMERIKE AS AVD VERKSTED SKEDSMO,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,2026,SKJETTEN,49,,1995-02-22,,,,,,922754136,,,,,,,False,,,,,,2026-04-11,1985-12-31,
912097552,BERTEL O STEEN MØRE OG ROMSDAL AS AVD VERKSTED ÅLESUND,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,43,,2013-06-20,,,,bos.aalesund@bos.no,,927190788,,,,,,,False,,,,,,2026-04-11,2013-06-01,
974109484,BERTEL O STEEN MØRE OG ROMSDAL AS AVD ØDEGÅRD KAROSSERI,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,6023,ÅLESUND,,,1995-02-23,,70 17 27 10,,oedegaard.karosseri@2i.net,,927190788,,,,,,,False,,,,,,2026-04-11,1965-12-31,
988714763,STEEN BERTEL O MØRE OG ROMSDAL AS AVD ØRSTA,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,12,,2005-09-29,,,,,,927190788,,,,,,,False,,,,,,2026-04-11,2005-09-21,
974140896,ODDVAR BJELDE & CO AVD VERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,14,,1995-02-23,,55 53 55 20,,,,928000036,,,,,,,False,,,,,,2026-04-11,1974-12-20,
973099086,VOLVO CAR FORNEBU - DELELAGER,47.820,Detaljhandel med deler og utstyr til motorvogner,,,,,BEDR,,,,,,0507,OSLO,,,1995-02-22,,,,,,928148491,,,,,,,False,,,,,,2026-04-11,1987-01-01,
973099051,VOLVO CAR FORNEBU - VERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,0507,OSLO,38,,1995-02-22,,,,,,928148491,,,,,,,False,,,,,,2026-04-11,1987-01-01,
973084488,VOLVO CAR LILLESTRØM - DELELAGER,47.820,Detaljhandel med deler og utstyr til motorvogner,,,,,BEDR,,,,,,0507,OSLO,,,1995-02-22,,63 87 18 00,,,,928148491,,,,,,,False,,,,,,2026-04-11,1965-12-31,
974289830,VOLVO CAR LILLESTRØM - VERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,0507,OSLO,22,,1995-03-12,,63 87 18 00,,,,928148491,,,,,,,False,,,,,,2026-04-11,,
935213614,VOLVO CAR RYEN - VERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,29,,2025-03-15,,,,,,928148491,,,,,,,False,,,,,,2026-04-11,2025-03-01,
973099108,VOLVO CAR ØKERN - DELELAGER,47.820,Detaljhandel med deler og utstyr til motorvogner,,,,,BEDR,,,,,,0507,OSLO,,,1995-02-22,,22 88 25 00,,,,928148491,,,,,,,False,,,,,,2026-04-11,1975-01-01,
973099094,VOLVO CAR ØKERN - VERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,0507,OSLO,41,,1995-02-22,,22 88 25 00,,sun.kwan.chik@bilia.no,,928148491,,,,,,,False,,,,,,2026-04-11,1975-01-01,
935213525,VOLVO RYEN DELER,47.820,Detaljhandel med deler og utstyr til motorvogner,,,,,BEDR,,,,,,,,,,2025-03-15,,,,,,928148491,,,,,,,False,,,,,,2026-04-11,2025-03-01,
974316463,MOTOR FORUM AS AVD VERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,5849,BERGEN,13,,1995-03-12,,,,,,931806858,,,,,,,False,,,,,,2026-04-11,,
974160242,AUTO 8-8 IMAAS AS AVD VERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,8041,BODØ,9,,1995-02-23,,081230090,,,,934283171,,,,,,,False,,,,,,2026-04-11,,
893503102,BILPAVILJONGEN AS AVD VERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,,,2009-01-08,,51 64 83 00,,post@bilpaviljongen.no,,934419928,,,,,,,False,,,,,,2026-04-11,2007-01-01,
981265246,HOVLI AUTO AS AVD VERKSTED GOL,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,13,,1999-11-16,,,,,,936915779,,,,,,,False,,,,,,2026-04-11,1998-01-01,
981265297,HOVLI AUTO AS AVD VERKSTED LEIRA,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,12,,1999-11-16,,,,,,936915779,,,,,,,False,,,,,,2026-04-11,1998-01-01,
993137421,MOTOR FORUM AS AVD VERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,11,,2008-09-27,,66 92 67 00,,,,936999247,,,,,,,False,,,,,,2026-04-11,2007-01-01,
993137367,MOTOR FORUM AS AVD VERKSTED EIDSVOLL,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,7,,2008-09-27,,,,,,936999247,,,,,,,False,,,,,,2026-04-11,2007-01-01,
993137251,TOYOTA SOTRA AS AVD VERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,,,2008-09-27,,,,,,939295070,,,,,,,False,,,,,,2026-04-11,2007-01-01,
922085331,HARALD A MØLLER AS AVD OSLO RESERVEDELER,46.720,Engroshandel med deler og utstyr for motorvogner,,,,,BEDR,,,,,,,,,,2019-01-21,,,,,,943733988,,,,,,,False,,,,,,2026-04-11,2017-01-01,
914634784,HARALD A MØLLER AS AVD SKJETTEN,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,0609,OSLO,,,2014-12-18,,,,,,943733988,,,,,,,False,,,,,,2026-04-11,2015-01-01,
991611363,MOTOR FORUM AS AVD VERKSTED STAVANGER,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,4079,STAVANGER,,,2007-08-22,,,,,,944019502,,,,,,,False,,,,,,2026-04-11,2006-01-01,
975040984,TOYOTA HØNEFOSS AS AVD VERKSTED HØNEFOSS,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,3501,HØNEFOSS,21,,1999-01-21,,32 17 05 00,,,,945800232,,,,,,,False,,,,,,2026-04-11,1992-01-01,
973120581,STÅRHEIM BILVERKSTED AS AVD VERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,13,,1995-02-23,,,,,,950675764,,,,,,,False,,,,,,2026-04-11,1989-01-01,
973119060,AUTOSTRADA ARENDAL AS AVD BILVERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,4857,ARENDAL,13,,1995-02-23,,,,,,952671162,,,,,,,False,,,,,,2026-04-11,1965-12-31,
973128353,AASEN BIL AS AVD VERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,,,1995-02-22,,,,,,957129188,,,,,,,False,,,,,,2026-04-11,1989-01-01,
974205955,MOTOR FORUM SKIEN AVD VERKSTED,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,3702,SKIEN,9,,1995-02-23,,,,,,957290795,,,,,,,False,,,,,,2026-04-11,,
929628683,HEDIN AUTOMOTIVE BAVARIA AS AVD DEKKHOTELL HAUGESUND,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,5508,KARMSUND,,,2022-08-11,,,,,,960804953,,,,,,,False,,,,,,2026-04-11,2022-08-01,
932136740,HEDIN AUTOMOTIVE BAVARIA AS AVD KRISTIANSAND KAROSSERI,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,8,,2023-09-27,,,,karosseri.sor@bavaria.no,,960804953,,,,,,,False,,,,,,2026-04-11,2023-09-01,
972246670,HEDIN AUTOMOTIVE BAVARIA AS AVD MOLDE KOMETVEGEN,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,6402,MOLDE,13,,1995-02-23,,,,,,960804953,,,,,,,False,,,,,,2026-04-11,1991-03-01,
993536687,HEDIN AUTOMOTIVE BAVARIA AS AVD VERKSTED GARDERMOEN,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,25,,2009-01-15,,,,,,960804953,,,,,,,False,,,,,,2026-04-11,2007-01-01,
993536601,HEDIN AUTOMOTIVE BAVARIA AS AVD VERKSTED OSLO,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,0614,OSLO,39,,2009-01-15,,23 37 72 20,,resepsjonen@bavaria.no,,960804953,,,,,,,False,,,,,,2026-04-11,2007-01-01,
893536582,HEDIN AUTOMOTIVE BAVARIA AS AVD VERKSTED STAVANGER,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,4313,SANDNES,51,,2009-01-15,,,,,,960804953,,,,,,,False,,,,,,2026-04-11,2007-01-01,
922041091,HEDIN AUTOMOTIVE BAVARIA AS AVD VERKSTED ÅLESUND,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,,,25,,2019-01-10,,,,,,960804953,,,,,,,False,,,,,,2026-04-11,2019-01-01,
974288834,MØLLER BIL ROMERIKE AS AVD BILVERKSTED JESSHEIM,95.310,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,,,,,,2051,JESSHEIM,57,,1995-03-12,,069711200,,jessheim@moller.no,,964995923,,,,,,,False,,,,,,2026-04-11,,
914794358,MØLLER BIL ROMERIKE AS AVD DELESALG RYEN,47.820,Detaljhandel med deler og utstyr til motorvogner,,,,,BEDR,,,,,,0609,OSLO,,,2015-01-14,,,,,,964995923,,,,,,,False,,,,,,2026-04-11,2013-01-01,
873139382,MØLLER BIL ROMERIKE AS AVD DELESALG SKEDSMO,47.820,Detaljhandel med deler og utstyr til motorvogner,,,,,BEDR,,,,,,0609,OSLO,12,,1995-02-22,,,,,,964995923,,,,,,,False,,,,,,2026-04-11,1967-01-01,
